"molecule_SMILES","UniProt_ID","affinity_score"
"C[C@H](C(=O)NC)N(C)CC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C(=CC=C3)Cl)F)OC","P45984",62.1
"CCCCCCCCCCCCCCCCOCC(COCCCC[N+](C)(C)C)OC.[Br-]","P41743",58.4
"C1=CC(=C(C=C1Cl)Cl)C2=C(C=C(N2)C3=NC(=NC=C3)N)C(=O)N","P49760",84.5
"CC1=CC2=C(C(=C1)Cl)OC(=N2)NC3=CC=C(C=C3)C4=NN(C5=C4C(=NC=N5)N)C6CCC(CC6)OCCOC","Q96GD4",79.5
"C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)C(F)(F)F","P00519",69.6
"CC1=CN=C(S1)NC2=NC(=NC=C2Br)NC(C)C","P49840",67.1
"C1=CC(=C(C=C1F)F)C2=CN=CC3=C2C=C(S3)C(=O)N","P24941",72
"CN1C=C(C=N1)C2=C3N=CC(=C(N3N=C2)N)C4=CC=C(C=C4)NC(=O)NC5=CC=CC(=C5)C(F)(F)F","O75116",62.7
"C1OC2=C(O1)C=C(C=C2)CNC3=C4C(=C(C=C3)S(=O)(=O)O)C=CC=C4O","P08581",65.2
"CC1=NC2=C(S1)C=CC(=C2)C3=CSC4=C3C(=NC=C4C=CC(=O)NC)N","P07333",83.2
"CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O","Q16620",64.6
"CCCNC(=O)C1=CC=C(C=C1)NC2=NC3=C(C=CN3)C(=N2)NCC(F)(F)F","O95819",69.6
"CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=CC(=CC(=C34)N2)F","P28482",62.7
"C1CC1C2=CC(=NN2)NC3=NC(=NC4=C3SC=C4)NCC5=CC=CC=C5","O96013",76.4
"CC1CSC2=C(C(=O)C3=CC(=C(C(=C3N12)F)N4CCC(C4)N)F)C(=O)O","P06493",62.7
"C[C@]12[C@H]([C@H](C[C@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(=O)NC6=O)N(C)C(=O)C9=CC=CC=C9)OC","P41743",74.7
"C1=CC(=CC=C1C2=CSC3=C2C(=NC=C3C4=CC=NC=C4)N)NC(=O)NC5=C(C=CC(=C5)C(F)(F)F)F","P06213",66.5
"COC1=CC=C(C=C1)C2=CN3C(=C(C=N3)Br)N=C2","P31749",62.7
"C1=CC=C(C=C1)C2=CC3=C(NC(=O)N3)N=C2","P45983",65.2
"C1C[C@H]([C@@H](CNC1)NC(=O)C2=CC=C(C=C2)O)OC(=O)C3=CC(=C(C(=C3)O)C(=O)C4=C(C=CC=C4O)C(=O)O)O","O94806",82.5
"CC1=C(C=CC(=C1)C(=O)NC(C)C2=CC(=CC=C2)OC)C3=CC=NC=C3","P12931",66.5
"CC(C)(C)C1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC=CC=C3F","P00533",66.5
"CC(C)NC(=O)COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5","P05129",62.7
"C1C2=C(C=CC(=C2)C3=CC(=CN=C3)OCC(CC4=CNC5=CC=CC=C54)N)NC1=O","P24941",65.2
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3Cl)C4=CC=C(C=C4)F)CO","P35968",62.7
"COC1C(OC(C(C1O)OC(=O)CBr)N2C3=CC=CC=C3C4=C5C(=C6C7=CC=CC=C7NC6=C42)C(=O)NC5=O)CO","Q05513",54.6
"CC(=O)O[C@@H]1C[C@]2([C@@H](CC[C@@H]2O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N(CCO)C(C)(C)C)/C4=C(C3=O)O)COC)C)C","P35968",62.1
"CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)N=C(C=C4)NN)C(=NC=N2)N","P00519",65.4
"COC1=C(C=CC(=C1)C2=CC3=C(C=C2)C(=O)NC4=C(N3)C=CC(=C4)CCOC5=CC=C(C=C5)N6CCOCC6)OCC(CO)O","O14757",78.9
"CC1=C(C=CC(=C1)O)N2C=C(C(=O)C3=C2C=C(C=C3)C4=CC=NC=C4)C(=O)NN","P05129",64.6
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CCN(C)C)N","P17612",62.7
"C1=CC2=NSN=C2C(=C1)NC(=O)NN/C=C/3\C=CC(=O)C=C3O","P31749",65.2
"CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)CCC#N)CNC4=O","P45984",64.6
"COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=O)NC4=CSC=C4)OC","Q05655",59.1
"C1=CC(=NC(=C1)NC(=O)NC2=C3C=C(C=CC3=NC=C2)F)C(F)(F)F","P35968",65.8
"C1CN2C=C(C3=C2C(=CC=C3)CN1C(=O)N4CCOCC4)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7","P35968",61.8
"C1=CC(=CC(=C1)N)C2=CC(=C3C(=C2)C=CC=N3)C(=O)N","Q13131",67.1
"CC1=CC(=CC=C1)NC2=NC(=CN=C2C(=O)N)NC3CCCCC3N","P31749",62.7
"C1=CC(=C(C=C1CNC(=O)NC2=CC3=C(C=C2)NN=C3)Cl)Cl","P06493",62.7
"CCOC(=O)CC1=NC2=C(N1)C=CC=C2N","O14757",70.8
"CCN(CC)CCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl","P17612",68.3
"CN1C2=C(C(=CN=C2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)C(=N1)N","O14757",62.7
"COC1=C(C=C2C(=C1)C=NC3=C2C(=O)NC3=O)OC","P07333",67.1
"C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2","P35968",55.9
"CC1=CC(=CC=C1)NC(=O)CC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N","P24941",65.8
"COC1=CC=CC(=C1)NC2=NC=NC3=CC=CC=C32","Q13464",59.6
"CC(C)C1=CC(=O)NC2=C1C(=O)NN2","P35968",55.9
"CN1CCN(CC1)C2=NC=C(C=C2)C3=CC4=C(NCCN4CC5=C(C=CC(=C5)Cl)C(F)(F)F)N=C3","O95819",66.5
"CCC(=O)NC1=CC(=C(C=C1)C(=O)N2CCNCC2)O","P35968",67.1
"CC1=C(SC(=N1)NC)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCNCC4","P45983",77.6
"CC1=NC2=C(C(=O)O1)SC3=C(C=CC(=C23)Cl)Br","P06493",63.4
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3OC)C4=CC=C(C=C4)F)CO","Q00535",63.4
"CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CN=CC4=C3C(=NN4C)N","P31749",62.7
"CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC(=C4)C(=O)NCC#N","P11309",62.1
"CCCS(=O)(=O)NC1=CC=C(C=C1)C2=CC3=C(C=C2)NN=C3NC(=O)CC","P51955",62.1
"C1C(CC(=O)C2=C1NC3=C(C2=O)C=CC(=C3)Cl)C4=C(C=C(C=C4)Cl)Cl","Q96GD4",63.4
"CC1=CC(=C(C=C1)C)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CO4","P11362",67.1
"CC1=C2C(=O)C(=CNC2=NC(=C1Br)N3CCC(C3)NC)C(=O)O","O94806",62.1
"CC1=C2C=C(C=CC2=NN1)C3=C(N(N=N3)CC4=CC=CC=C4)C5=CC=C(C=C5)F","Q00535",73.3
"COC1=CC2=NC=CC(=C2C=C1)NC(=O)NC3=NC(=CC=C3)Br","Q13464",62.1
"CCN(CC)CCOC1=CC=C(C=C1)NC2=CC(=NC=N2)NC(=O)NC3=C(C=CC=C3Cl)Cl","P00519",72.1
"C1C(CN1CC2=C(C=C(C=C2)OCC3=CC=CC=C3)Cl)C(=O)O","P48729",64.6
"CC(=O)N1CCC(CC1)NC2=NC=C3CCC4=C(C3=N2)N(N=C4C(=O)N)C","P06213",62.1
"CC(C1=CC(=CC=C1)OC)NC(=O)C2=CC=C(C=C2)C3=NC=NC=C3","P12931",66.5
"CC1=CC(=CC=C1)NC(=O)NC2=CC3=C(C=C2)C4=C(CC3)SC5=NC=NC(=C45)N","P31749",62.7
"C1=CC(=CC(=C1)S(=O)(=O)N)NC2=NC=C(C(=N2)NC3=CC=C(C=C3)OCC#N)Br","P45983",84.5
"CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O","O14965",72
"CCC1=CC(=CC=C1)NC(=O)NC2=CC3=C(C=C2)C4=C(CC3)SC5=NC=NC(=C45)N","P41743",64
"CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)OC)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)NC)Br","P06493",77
"COC1=CC=CC(=C1)C(CN)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3","Q9HAZ1",71.4
"CC(C1=CC(=CC=C1)OC)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3","P04629",65.8
"C1=CC(=CC=C1C2=CC(=CC(=C2O)CNC(=O)C(F)(F)F)NC3=NC=NC(=N3)N)Cl","P51812",66.5
"CC(=O)NCC(=O)N1C2CCC1C3=C2C=CC(=C3)NC4=NC=C(C(=N4)NC5CCC5)C(F)(F)F","Q00535",80.1
"CN1CCN(CC1)CC2=CC3=C(C=C2)C4=C(C3)C(=NN4)C5=CSC(=C5)C#CCOCC6CC6","Q05655",63.4
"CCC1=CC2=C(C=CN=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F","Q13464",64.6
"C1[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5C6=C(C(=C(C=C6C(=O)O1)O)O)O)O)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O","Q05513",64.6
"C1=CC=C(C(=C1)C(=O)O)NC2=NC=NC(=N2)NC3=CC4=C(C=C3)C=NN4","O43293",72.7
"CC1=C(C=CC(=C1)C2=C3C=CNC3=NC=N2)F","O14965",62.1
"C1CC2=C(C1)SC3=C2C4=NNC(=S)N4C5=NNC(=S)N35","P45983",65.2
"COC1=C(C=CC(=C1)C=C2C(=O)NC(=S)S2)O","O75116",62.7
"COC1=C(C=CC(=C1)C=C2C(=O)N=C(S2)NC3=CC=CC=C3)O","Q13131",63.4
"C1=CC=C(C=C1)C2=NN=C3N2N=C(C=C3)NCC4=CC=C(C=C4)Cl","P35968",62.7
"CC1=CC(=C(C=C1)C)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CO4","P04629",68.3
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CCCCCCCCCN)N","O75116",70.8
"C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC3=CN=CC(=C3)C=CC4=CC=NC=C4)N","Q00535",63.4
"CC(=O)C1=CC=CC(=C1)C2=CN=C3C(=C2)C=CN3","Q12851",65.2
"C1=CC=C(C=C1)C2=CNC3=NC=C(C=C23)Br","P06213",69.6
"CN(C)C1=C(C=C2C=NSC2=C1)NC(=O)C(=O)O","Q05655",64
"C1=CC(=CC=C1C2=C(N(C=N2)CCCO)C3=CC=NC=C3)F","Q12851",63.4
"CCOC1=CC=CC=C1C=NNC(=O)C2=C(N(N=N2)C3=NON=C3N)N4CCCC4","P49840",82
"C1=CC2=CN=C(C=C2C=C1C3=CC=NC=C3)NCCO","O75116",65.2
"C1=CC2=C(C=CN=C2C(=C1)Cl)NC(=O)NC3=CC=CC(=N3)C(F)(F)F","P04629",65.8
"CN1C=C(C2=CC=CC=C21)C3=CC4=NC(=CN=C4N3)Br","Q12851",65.8
"CC1=C(C=CC(=C1)O)N2C=C(C(=O)C3=C2C=C(C=C3)C4=CC=NC=C4)C(=O)N","P35968",62.7
"C1CNC2=C(C(=NC=N2)N)N=C1C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F","P28482",62.7
"C/C(=C\1/C=CC(=O)C=C1O)/NNC(=O)C2=C(N=NN2C3=NON=C3N)COC","P07333",65.8
"CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N","P04629",67.7
"C1=CC=C(C=C1)CC(COC2=CN=CC(=C2)C=CC3=CC=NC=C3)N","O96013",64
"C1=CC2=C(C=C1C3=CN=C4C(=C3)C=CN4)NN=C2","Q05513",62.7
"CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6","P00519",69.6
"C1=CC=C(C=C1)CC2=CN(N=N2)C3=CC4=C(C=C3)NN=C4","P45984",64.6
"CC1=CC=CC=C1NC(=O)NC2=CC=C(C=C2)NC(=O)C3=CSC4=NC=NC(=C34)N","P06213",64
"CC1=C2CCCC(=C2C=CC1=O)NNC(=O)CC3=CC=CC4=CC=CC=C43","P00519",69.6
"C1=CC=C2C(=C1)NC(=N2)C=CC3=CN=C(C4=C3SC=C4C5=CC=C(C=C5)N)N","P35968",76.4
"CN1C=C(C2=CC=CC=C21)C3=CC4=NC(=CN=C4N3)Br","P08069",65.8
"C1CCN(CC1)CC2=NOC(=C2)C3=CC4=C(C=C3)NN=C4","P08581",65.2
"CN1CCN(CC1)CC2=CC3=C(C=C2)C4=C(C3=O)C(=NN4)C5=CSC(=C5)C#CCOCCOC","Q96GD4",67.1
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)NC(=O)C3=CSC4=NC=NC(=C34)N","Q9HAZ1",68.9
"C1CCC2=C(C1)C3=C4N=C(NN4C(=O)N=C3S2)C5=CC=NC=C5","P17948",70.8
"CC1=C(C=CC(=C1)OCC2=CC(=C(C=C2)Cl)Cl)CN3CC(C3)C(=O)O","P52333",64
"C[C@H](C1=CC=CC=C1)NC2=C(C(=O)C2=O)NC3=CC(=NC=C3)C4=CC=CC=C4F","P28482",57.8
"C1=CC=C2C(=C1)C=CC=C2C3=C(C4=CC=CC=C4N3CCCSC(=N)N)C5=CC(=O)NC5=O","Q05513",75.1
"C1=CC=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4NC(=O)C5=CC=CC(=C5)C#N","Q00535",80.1
"CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C(=O)NC3=CN=C(N=C3)NC4=CC=C(C=C4)N5CCN(CC5)C","P06241",84
"C1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)NN=CC4=CC=NC=C4","P06493",62.7
"C1=CC=C(C(=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=COC=C5)N)F","P35968",82.6
"CC1=CC2=C(C=C1)NC3=CC=CC=C3C(=O)N2","O95819",62.1
"C1=CC=C(C=C1)CC(CO)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3","O60674",67.1
"C1=CC2=C(C=NN2)C(=C1)NC(=O)NCC3=CC=C(C=C3)Cl","P05129",62.7
"C1=CC=C(C=C1)CN2C(=C(N=N2)C3=CC4=C(C=C3)NN=C4N)C5=CC=C(C=C5)F","P52333",71.4
"CC(C)N1C2=C(C(=O)CCC2)C3=C1C4=CC=CC=C4C3=O","Q96GD4",58.7
"CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6","P07333",65.8
"CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54","Q05655",79.4
"CCOC(=O)C1=CC2=C(C=C1)NC3=C2CCNC3=O","Q12851",63.4
"CN(CC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C(=CC=C3)Cl)F)OC)[C@@H](CO)C(=O)N","P45983",62.1
"CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=C(C=C2)S(=O)(=O)N)N)C#N","P06493",62.7
"C1=CNC(=C1)C=C2C3=C(C=C(C=C3)C4=CC=C(C=C4)O)NC2=O","P35968",80.1
"CN1C=C(C2=C1C=CC(=C2)C#N)C3=CC4=NC(=CN=C4N3)Br","Q96GD4",68.3
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=COC4=NC=NC(=C34)N","P08581",67.7
"CN1C=C(C=N1)C2=CN=C(C3=C2SC=C3C4=CC=C(C=C4)NC(=O)NC5=CC(=CC=C5)F)N","P11362",67.1
"CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=NC=C2)N)C#N","P04629",65.8
"CCC1=C2C=CNC2=NC(=N1)NC3=CC(=C(C=C3)N4CCOCC4)Cl","P35968",74.5
"C1CN(CCC1C2=C(C(=NN2)C3=C(C=C(C=C3)Cl)F)C4=NC=NC=C4)C(=O)CO","O43293",67.7
"COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=S)NCC4=CC5=C(C=C4)OCO5)OC","P11362",54.6
"CC1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C=NSC4=CC=C3)C","O60674",67.1
"COC1=NC=CC(=N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(C=C4)F","P48729",68.9
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3NC)C4=CC=C(C=C4)F)CO","P49840",62.7
"CC\1=C(C2=NC3=CC=CC=C3N2C(=O)/C1=C/C4=C(NN(C4=O)C5=CC=C(C=C5)C(=O)O)C)C#N","P49841",64
"CC(C1=CC(=CC=C1)OC)NC(=O)C2=C(C=C(C=C2)C3=C(C=NC=C3)F)OC","O95819",62.7
"CN(CC1=CC(=C(C2=C1C=CC=N2)O)Cl)C3CCCCC3","Q9HAZ1",76.4
"CC(C)(CO)C1=NN=C2N1N=C(C=C2)C3=C(N=C4N3C=CO4)C5=C(C=C(C=C5)F)F","O96013",64
"C1=CC=C2C(=C1)C(=CN2)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54","P24941",61.7
"CNC(=O)C=CC1=CN=C(C2=C1SC=C2C3=CC4=C(C=C3)OCO4)N","P17948",80.1
"CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C","Q12851",67.1
"CC1=CC(=C(C=C1)F)C2=CN3C(=NN=C3N)C=C2","P45983",65.2
"C1=CN2C=C(N=C2N=C1)C3=CC4=C(C=C3)NN=C4","O14965",67.1
"C1=CC=C2C(=C1)/C(=C\NNC3=NC4=CC=CC=C4N3)/C=N2","P49840",62.7
"CC1=NC=CN2C1=NC(=C2C3=NC(=NC=C3)NCC(C)(C)O)C4=C(C=C(C=C4)F)F","P28482",62.7
"C1=CC(=CN=C1)C2=CC3=CC(=NC=C3C=C2)NCCO","Q16620",64
"CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N","P11309",63.4
"C1=CC=C2C(=C1)NC(=N2)C=CC3=CN=C(C4=C3SC=C4C5=CC=C(C=C5)N)N","Q13627",64
"CC(=O)N1CCN(CC1)C2CCC(CC2)N3C4=C(C(=N3)C5=CC=C(C=C5)NC(=O)C6=CC7=CC=CC=C7N6C)C(=NC=N4)N","P08069",69.6
"C1=CC(=CC=C1C2=C(N3C=CSC3=N2)C4=CC=NC=C4)F","P12931",66.5
"C1CCN(C1)CCCCNC(=O)NC2=C(C(=NS2)OCC3=C(C=C(C=C3F)Br)F)C(=O)N","P49840",63.4
"C1=CC(=C2C(=C1)NC(=O)C3=CC(=NN=C3N2)Cl)C(=O)N","P49840",78.3
"CC1=NC=CN2C1=NC(=C2C3=NC(=NC=C3)NCC(C)(C)C(=O)O)C4=C(C=C(C=C4)F)F","Q13464",62.1
"CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C","P49841",65.8
"CC1=C(C=C(C=C1)C(=O)NC2=NOC=C2)NC3=NC=NC4=C3C=NN4C5=CC=CC=C5","O95819",62.1
"CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CN=CC4=C3C(=NN4C)N","O60674",67.1
"CCOC1=C(C=C(C=C1)C2=C(N3C=CSC3=N2)C4=NC(=NC=C4)NC5=CC=CC(=C5)N6CCOCC6)NC(=O)CC7=CC=CC=C7","Q13627",67.1
"CC1=C(C=CC(=C1)O)N2C=C(C(=O)C3=C2C=C(C=C3)C4=CC=NC=C4)C(=O)N","O43293",67.7
"C1=CC(=CC=C1C2=CSC3=C2C(=NC=C3C4=CC=NC=C4)N)NC(=O)NC5=C(C=CC(=C5)C(F)(F)F)F","Q05513",62.7
"CCN1C2=C(C=NC=C2C(=O)N3CCC(C3)N)N=C1C4=NON=C4N","O75116",88.2
"C1=CC=C(C=C1)CC2=CN(N=N2)C3=CC4=C(C=C3)NN=C4","Q16620",64
"C1=CC(=CC(=C1)Cl)NC2=C(C(=C3C=CC(=O)C=C3)NN2)C4=CC=C(C=C4)O","P51812",71.4
"CN(C1=CC=CC=C1CNC2=NC(=NC3=C2C=CN3)N)S(=O)(=O)C","Q9HAZ1",67.7
"C1=CC2=C(C=CN=C2C(=C1)C(F)(F)F)NC(=O)NC3=NC=CN=C3","P31749",62.7
"CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC","P05129",83.9
"CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CC(=CC=C4)Cl)N","P36888",73.3
"C1=CC(=CN=C1)C(=O)NC2=C3C(=CC(=C2)Cl)C4=C(N3)C=NC=C4","P41743",59.6
"C1=CC=C(C(=C1)C(=O)O)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O","Q05655",62.7
"CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6","P49841",75.8
"CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=NSC4=NC=NC(=C34)N","P48729",63.4
"CC1=CC(=NN1)NC2=NC(=NC(=C2)N3CCN(CC3)C)C=CC4=CC=CC=C4","P51812",64.6
"C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)NNC(=S)NC3=CC=C(C=C3)F)O","O60674",67.1
"COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)CN4CCC[C@@H]4C(=O)N","O75116",62.1
"C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)C#N","P00519",65.8
"CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCC(=O)N","P17948",64.6
"C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)C2=CN=CC3=C2C=C(S3)C(=O)N","P06213",64
"C1=CC=C(C=C1)C2=C3C4=C(C=CC(=C4)O)OC3=NC=C2O","Q00535",74.3
"CC1=C2C=C(SC2=NN1)C(=O)NCCC3=CC=C(C=C3)Cl","O94806",64.6
"C1CC(=O)N(C1)C2=CC(=CC=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=CC=C6)NC(=O)CC7=CC=CC=C7","P05129",62.7
"CC1=C2C=C(SC2=NN1)C(=O)NCCC3=CC=C(C=C3)Cl","O95819",62.7
"CC1=C(C=C(C=C1)O)CC[C@H]2[C@@H]3CC[C@@H]([C@]3(CCC2=O)C)[C@H](C)CCC(=C)C(C)C","P51955",55.9
"CC1=C(C=CC2=C1C=CN2)NC3=C(C=NC=C3C#N)/C=C/CCN4CCC[C@H](C4)N","O14757",64.3
"CN(C)CCCC(=O)NC1=NNC2=NN=C(C=C21)C3=C(C(=CC=C3)F)F","P06241",68.9
"CC(C)CN1C2=C(C(=CC(=C2)C3=C(N=C4N3C=CS4)C5=CC=C(C=C5)F)F)N=C1N","Q13627",63.4
"C1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)OC4=C(C=C(C=C4)NC(=O)C5=CC=CN(C5=O)C6=CC=C(C=C6)F)F","P00533",62.1
"CC1=C(C2=C(N1C3CCC(CC3)N4CCCC4)N=CN=C2N)C5=CC(=CC=C5)OCC6=CC=CC=C6","O75116",67.7
"C1CC(CCC1N2C3=C(C(=NC=N3)N)C(=N2)I)O","P35968",67.1
"CCCCNC1=NS(=O)N=C1NC2=CC=C(C=C2)F","Q7L7X3",62.1
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)C)N","O95819",74.5
"C\1SC/C(=C\C2=CC=CC=N2)/C(=O)/C1=C/C3=CC=CC=N3","P35968",63.3
"CS(=O)(=O)NC1CCC(CC1)NC2=CC(=NC(=N2)C3=CNC4=C3C=CC=N4)Cl","Q9HAZ1",75.8
"C1CCOC2=CC(=C(C=C2NC(=O)NC3=CN=C(C(=N3)OCC1)C#N)Cl)OCC(CO)O","Q13627",63.4
"C1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=NNC(=O)C=C3)C(F)(F)F","P11309",63.4
"CCCC(=O)NC1=NNC2=C1C=C(C=C2)C3=C(C(=CC=C3)F)F","Q13627",75.2
"C1CCN(CC1)CC2=NOC(=C2)C3=CC4=C(C=C3)NN=C4","P00533",66.7
"CCOC(=O)C1=C(N2C3=CC(=C(C=C3NC(=O)C2=N1)[N+](=O)[O-])NC(=O)C)C","P49760",64.6
"C1CC1CN2C3=C(C=CC(=C3)C4=C(N=C5N4C=CS5)C6=CC=C(C=C6)F)N=C2N","P12931",66.5
"C1=CN=CC=C1C(=O)NC2=C3C(=CC(=C2)Cl)C4=C(N3)C=NC=C4","P17612",59.6
"C1=CC=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4N","P07333",65.8
"CC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)C(C)C(=O)N(C)C)N","P45984",64.6
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4)N","P00519",70.8
"CCCNC(=O)C1=CC=C(C=C1)NC2=NC(=C3C=CNC3=N2)CC","P11362",64.6
"C1CCC(CC1)NC(=O)C2=CC3=C(NN=C3S2)C4=CC=CC=C4","P31749",60.2
"CC1=C(C=C(C=C1)O)NC2=NC(=NC=C2)NC3=CC=CC(=C3)C(=O)N","P06239",79.8
"CC(C)N(C(C)C)C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4","Q9HAZ1",67.1
"CC1=CC=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)(C)C","P08069",68.3
"COC1=CC=CC2=C1NC3=C(C=CC(=C3)NC4=CC=NC=C4)C(=O)N2","P06213",64
"CC(C)COC1=NC=CN2C1=NC(=C2C3=NC(=NC=C3)NCC(C)(C)CO)C4=CC=C(C=C4)F","Q16620",64.6
"C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O","P31749",57.3
"C1CCN(C1)CCCCNC(=O)NC2=C(C(=NS2)OCC3=C(C=C(C=C3F)Br)F)C(=O)N","P07333",66.5
